TestClass,RefactoredMethod
jacoco_org_jgrapht_alg_flow_GusfieldEquivalentFlowTreeTest,org.jgrapht.util.UnmodifiableUnionSet.size
jacoco_org_jgrapht_alg_flow_GusfieldEquivalentFlowTreeTest,org.jgrapht.util.DoublyLinkedList.addElementLast
jacoco_org_jgrapht_alg_flow_GusfieldEquivalentFlowTreeTest,org.jgrapht.util.DoublyLinkedList.addLast
jacoco_org_jgrapht_alg_flow_GusfieldEquivalentFlowTreeTest,org.jgrapht.util.UnmodifiableUnionSet.orderSetsBySize
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.traverse.CrossComponentIterator.<init>
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.graph.specifics.FastLookupUndirectedSpecifics.removeFromIndex
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.alg.tour.TwoOptHeuristicTSP.<init>
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.DoublyLinkedList.moveAllListNodes
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.graph.specifics.FastLookupDirectedSpecifics.removeFromIndex
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.traverse.CrossComponentIterator.selectOutgoingEdges
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.DoublyLinkedList.linkListIntoThisBefore
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.printSimpleCycles
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.alg.matching.blossom.v5.KolmogorovWeightedPerfectMatching.<init>
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.traverse.CrossComponentIterator.addUnseenChildrenOf
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.traverse.CrossComponentIterator.hasNext
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.alg.lca.NaiveLCAFinder.getLCA
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.countSimpleCycles
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.traverse.ClosestFirstIterator.<init>
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.DoublyLinkedList.tail
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.alg.lca.NaiveLCAFinder.checkNodes
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.findSimpleCycles
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.traverse.CrossComponentIterator.getEntireGraphVertexIterator
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.graph.specifics.FastLookupUndirectedSpecifics.removeEdgeFromTouchingVertices
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.DoublyLinkedList.linkLast
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.graph.specifics.FastLookupDirectedSpecifics.removeEdgeFromTouchingVertices
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.DoublyLinkedList.moveFrom
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.graph.DirectedAcyclicGraph.<init>
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.analyzeCircuits
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.DoublyLinkedList.invert
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.UnmodifiableUnionSet.size
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.DoublyLinkedList.addElementLast
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.DoublyLinkedList.addLast
jacoco_org_jgrapht_alg_clique_AllVariantsBronKerboschCliqueFinderTest,org.jgrapht.util.UnmodifiableUnionSet.orderSetsBySize
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.traverse.CrossComponentIterator.<init>
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.graph.specifics.FastLookupUndirectedSpecifics.removeFromIndex
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.alg.tour.TwoOptHeuristicTSP.<init>
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.DoublyLinkedList.moveAllListNodes
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.graph.specifics.FastLookupDirectedSpecifics.removeFromIndex
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.traverse.CrossComponentIterator.selectOutgoingEdges
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.DoublyLinkedList.linkListIntoThisBefore
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.printSimpleCycles
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.alg.matching.blossom.v5.KolmogorovWeightedPerfectMatching.<init>
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.traverse.CrossComponentIterator.addUnseenChildrenOf
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.traverse.CrossComponentIterator.hasNext
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.alg.lca.NaiveLCAFinder.getLCA
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.countSimpleCycles
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.traverse.ClosestFirstIterator.<init>
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.DoublyLinkedList.tail
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.alg.lca.NaiveLCAFinder.checkNodes
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.findSimpleCycles
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.traverse.CrossComponentIterator.getEntireGraphVertexIterator
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.graph.specifics.FastLookupUndirectedSpecifics.removeEdgeFromTouchingVertices
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.DoublyLinkedList.linkLast
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.graph.specifics.FastLookupDirectedSpecifics.removeEdgeFromTouchingVertices
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.DoublyLinkedList.moveFrom
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.graph.DirectedAcyclicGraph.<init>
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.analyzeCircuits
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.DoublyLinkedList.invert
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.UnmodifiableUnionSet.size
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.DoublyLinkedList.addElementLast
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.DoublyLinkedList.addLast
jacoco_org_jgrapht_alg_cycle_HawickJamesSimpleCyclesTest,org.jgrapht.util.UnmodifiableUnionSet.orderSetsBySize
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.traverse.CrossComponentIterator.<init>
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.graph.specifics.FastLookupUndirectedSpecifics.removeFromIndex
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.alg.tour.TwoOptHeuristicTSP.<init>
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.DoublyLinkedList.moveAllListNodes
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.graph.specifics.FastLookupDirectedSpecifics.removeFromIndex
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.traverse.CrossComponentIterator.selectOutgoingEdges
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.DoublyLinkedList.linkListIntoThisBefore
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.printSimpleCycles
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.alg.matching.blossom.v5.KolmogorovWeightedPerfectMatching.<init>
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.traverse.CrossComponentIterator.addUnseenChildrenOf
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.traverse.CrossComponentIterator.hasNext
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.alg.lca.NaiveLCAFinder.getLCA
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.countSimpleCycles
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.traverse.ClosestFirstIterator.<init>
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.DoublyLinkedList.tail
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.alg.lca.NaiveLCAFinder.checkNodes
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.findSimpleCycles
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.traverse.CrossComponentIterator.getEntireGraphVertexIterator
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.graph.specifics.FastLookupUndirectedSpecifics.removeEdgeFromTouchingVertices
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.DoublyLinkedList.linkLast
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.graph.specifics.FastLookupDirectedSpecifics.removeEdgeFromTouchingVertices
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.DoublyLinkedList.moveFrom
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.graph.DirectedAcyclicGraph.<init>
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.analyzeCircuits
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.DoublyLinkedList.invert
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.UnmodifiableUnionSet.size
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.DoublyLinkedList.addElementLast
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.DoublyLinkedList.addLast
jacoco_org_jgrapht_alg_shortestpath_BhandariKDisjointShortestPathsTest,org.jgrapht.util.UnmodifiableUnionSet.orderSetsBySize
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.traverse.CrossComponentIterator.<init>
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.graph.specifics.FastLookupUndirectedSpecifics.removeFromIndex
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.alg.tour.TwoOptHeuristicTSP.<init>
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.util.DoublyLinkedList.moveAllListNodes
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.graph.specifics.FastLookupDirectedSpecifics.removeFromIndex
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.traverse.CrossComponentIterator.selectOutgoingEdges
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.util.DoublyLinkedList.linkListIntoThisBefore
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.printSimpleCycles
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.alg.matching.blossom.v5.KolmogorovWeightedPerfectMatching.<init>
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.traverse.CrossComponentIterator.addUnseenChildrenOf
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.traverse.CrossComponentIterator.hasNext
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.alg.lca.NaiveLCAFinder.getLCA
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.countSimpleCycles
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.traverse.ClosestFirstIterator.<init>
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.util.DoublyLinkedList.tail
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.alg.lca.NaiveLCAFinder.checkNodes
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.findSimpleCycles
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.traverse.CrossComponentIterator.getEntireGraphVertexIterator
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.graph.specifics.FastLookupUndirectedSpecifics.removeEdgeFromTouchingVertices
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.util.DoublyLinkedList.linkLast
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.graph.specifics.FastLookupDirectedSpecifics.removeEdgeFromTouchingVertices
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.util.DoublyLinkedList.moveFrom
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.graph.DirectedAcyclicGraph.<init>
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.alg.cycle.HawickJamesSimpleCycles.analyzeCircuits
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.util.DoublyLinkedList.invert
jacoco_org_jgrapht_graph_WeightedGraphAsWeightedGraphTest,org.jgrapht.util.UnmodifiableUnionSet.size
